Unnamed: 0,ID,Name,Age,Email,Join Date,Salary,Department
38,0bb8f303-5515-429e-a05a-7c9ee675a50b,Cesar Morrison,72.0,lisa58@gmail.com,2020-06-14,162857.76794247006,HR
39,a3f0fd46-f9c7-4f3f-8223-49e50033254a,Sandra Young,76.0,williamsummers@hotmail.com,2021-06-30,54014.0,SalesK
40,9aa93a07-4dac-4c44-bdde-0424c118041f,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
44,507c693e-8fa6-4583-82f8-8eae20d66be7,Evan Martinezimportant,34.0,tanyaglass@yahoo.com,2017-01-01,150059.39895002235,Sales
47,6acc5bba-ee93-45b8-aa59-a75e1038c784,Alice Lewis,20.0,juansalinas@hotmail.com,2020-11-16,163203.64761801358,HR
48,1c2d3667-0238-4ee0-a332-5e17cf862e30,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
50,e66a542d-900a-48b1-8558-38d51c9953b4,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
52,b7e13183-a09a-40fa-a401-51f278428372,Joshua Harmonview,59.0,smithrichard@yahoo.com,2020-03-13,89886.58501184534,HR
53,fe87e560-dff6-4299-9136-216b4b918d83,Angela Waller,82.0,simontoni@gmail.com,2022-10-22,80113.0,Support
55,49dbec08-eb63-466c-931d-94da6aac2298,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
56,63c27bce-1226-4ac7-9990-1e66fb6d8229,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
58,df41a247-01e4-48cb-a3a5-d4bd991e51c5,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
60,578f8393-ec71-4cdb-a892-d062e9446811,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
61,adaf3575-fd70-4249-893f-13e935530282,Kimberly Page,71.0,kruegerchristopher@hotmail.com,2022-03-31,123114.0,HR
68,15e6fea9-c33c-4a4c-b9cb-0a9653e0f448,Dennis Martindoor,86.0,davidsonamber@yahoo.com,2020-06-19,92158.0,Sales
69,78e61c19-2696-4529-93df-84694e0cdbb8,Robert Peterson,63.0,patricia32@hotmail.com,2011-07-20,133039.0,Supporty
70,80237f3b-1b5e-4e0e-b6dc-03f7f7ce7207,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
72,fe1793f4-1f96-46df-91eb-464afc0fe31d,Miguel Wilcox,54.16264995136712,caitlin05@hotmail.com,1971-09-12,74013.0,Sales
76,38bb28ae-17e3-4b98-8520-affd806f16a7,Michael Gonzalez,54.16264995136712,uphelps@gmail.com,2022-03-31,55674.0,Support
80,bc03dd30-8836-4161-a3a0-140ab79ead86,William Jonesin,54.16264995136712,perkinsscott@hotmail.com,1991-08-16,42081.0,Sales
81,f5ce3cdb-6628-45c8-98db-5f06c22fbcee,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
84,4749815f-7b8a-4199-8db7-0c26e0ad70f5,Alexis Cunningham,42.0,timothy35@gmail.com,1988-02-01,128133.0,marketing
85,badf2575-e344-45dc-b9a7-75ef8efdf52f,Michelle Maldonado,49.0,kcollier@yahoo.com,2022-04-24,146516.0,Marketing
89,1759df8c-3f9b-4963-854f-c9023b076b3b,Karen Chase,44.0,daniel56@hotmail.com,2020-11-07,122501.30313780135,Support
91,00bbcbdf-b232-4eaf-bbd5-19abc9bac992,Jeffrey Jackson,40.0,glucas@hotmail.com,2022-03-31,33381.0,HR
92,4b928463-0c4e-4923-8970-a9de2df2a8d4,Haley Montoyapolicy,74.0,mark45@gmail.com,2023-04-16,89801.0,Marketing
96,93a7c6f0-3944-48f0-b286-05e7e92e549a,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
100,d175c267-bd0e-4a2d-8c59-188baa54f58d,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
101,aa7240e2-1d63-4956-9df5-141ad62ef136,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
103,2295d7bc-a44c-49c2-bdf5-c58f871f9020,Gregory Schmidt,70.0,jamesdavis@yahoo.com,2000-02-10,93321.0,HRv
104,28e57f7d-5d14-4d7c-bcdf-af7b8425ed23,Elizabeth Williams,77.0,charlesbenitez@yahoo.com,2023-06-01,75704.0,Support
106,f145433c-5d4e-46ec-b4b7-11741e081c93,Kaitlin Bradymanagement,41.0,peggyweaver@yahoo.com,2007-06-15,95834.0,Support
111,27e4a597-b018-4f5d-85fa-e0bb0b016a9c,Christopher King,28.0,jodonnell@hotmail.com,1995-08-11,56554.3779421467,Sales
114,d376ac20-7988-45a7-8bd9-079ac784e83b,Ricky Rosalesgun,37.0,gguzman@gmail.com,1996-12-19,118687.0,MarketingQ
115,8e1a2ece-f33d-4ca5-aa51-38493e11c166,George Grant,50.0,rodriguezsean@hotmail.com,2023-10-15,118357.0,Support
117,18991355-b214-44c8-9228-1fe4dac65ddb,Aaron Coffey,54.16264995136712,fbright@yahoo.com,2021-01-24,113645.0,HR
120,15ec5a25-eb6a-4a10-aee9-003524d8372d,Zachary Jones,60.0,idavis@gmail.com,2019-03-11,98733.0,Support
121,d2fde046-c5d8-427a-b311-5c3afe5d7f53,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
124,3e080d1a-093e-43c6-b225-2d0b3a68b03c,Christopher Castillogrow,69.0,davisjeffrey@hotmail.com,2020-02-14,110767.0,HR
125,a9d81df4-d24a-4850-a6b3-4fd8240d7866,Jessica Davis,30.0,doylebradley@yahoo.com,2020-01-09,50850.0,Engineering
127,0f9575c3-8bc1-4111-b43d-d2bf9830e3e8,Renee Simsrecognize,46.0,floresbradley@gmail.com,2022-04-22,43178.727119273055,Sales
131,77db1219-dddb-421a-86c9-19683a041c8d,Emily Gregory,83.0,russelldalton@gmail.com,2021-05-20,35080.0,Sales
134,db093611-00f4-418f-ac40-ebb3bef915c8,Glenn Glover,56.0,christopher08@gmail.com,2020-09-09,123133.85781637135,Marketing
135,083e2ca2-af18-4867-9468-abe378c743db,Matthew Orr,31.0,stacywright@gmail.com,1980-11-09,43270.0,Engineering
137,f96f98fc-605e-4bfd-a703-5aa07260b2c3,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
139,0fbdc02a-0e67-4b1e-bc69-fa072dc3847b,Jared Alvarezinterest,25.0,kellyhall@yahoo.com,2024-04-24,53864.0,Supportj
141,b405ffe9-ab49-4832-aacd-f584eafdf11f,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
144,0542508c-3a15-4ab4-b40d-18add7649a25,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
146,b419e8e6-d228-43e0-ba28-fd9b43e73754,Brian Meyer,85.0,elizabeth80@yahoo.com,2022-02-28,107955.60498996393,Salesd
150,2a20ede5-bb0e-4580-885c-ba4c7ac70072,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
151,2aa051d1-95a6-4fc6-bc8c-81d43b99240d,Nathaniel Lewis,54.16264995136712,ksnyder@gmail.com,2010-08-23,149006.0,Marketingu
152,fdad81ef-a58e-45de-a12a-74d0342c24c3,Elizabeth Williams,83.0,brownjames@hotmail.com,2020-07-26,79506.12074290149,Engineering
154,4735c76d-e473-40bb-b450-7d6fde8fa744,Joseph Palmer,32.0,mpearson@gmail.com,1997-08-29,39649.0,SalesU
155,1ed0f0ad-1227-4dae-a01d-9c8ef546c561,Beth Hunt,87.0,lisa64@hotmail.com,2023-05-01,89886.58501184534,Support
156,e9437818-7319-43df-b534-58e6d0b6d022,Katie Hamilton,24.0,gwhitehead@hotmail.com,1982-08-13,65557.0,Marketing
157,6525d805-5575-4a88-bcdd-003f4ce3ef84,Max Rocha,64.0,xbenson@hotmail.com,2003-02-26,99285.29230341536,HR
159,b4e15798-1605-46d1-8f02-d6b087e40a28,Elizabeth Williams,69.0,danielbrown@yahoo.com,2022-03-31,89886.58501184534,Support
160,1128ef44-e062-4ba0-89c1-0ee9471b84bd,Ashley Smith,81.0,andrewebster@yahoo.com,2023-01-23,89886.58501184534,Engineering
162,f17bc962-26fe-43fb-8cd3-f1fc63a84b5c,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
163,1ec99653-22c3-4f3b-9469-0ef84876cd16,Joseph Pierce,62.0,mark85@yahoo.com,2022-07-25,105952.0,Marketing
164,51d08967-bfcf-48ff-92c4-4f745c5f6689,Benjamin Krause,62.0,kimnguyen@hotmail.com,2023-07-24,53654.0,Engineering
165,6c36785f-bac2-40a0-bd94-d667f544c235,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
166,f690098c-b06e-4272-86f9-53ceaf8575bd,Katherine Kennedyresearch,49.0,johnkeller@hotmail.com,1996-03-25,89886.58501184534,Support
167,347f2a84-b890-4c79-a496-9f091ff8c6d4,Jennifer Duncan,40.0,joanreed@yahoo.com,2015-09-27,96651.0,MarketingH
168,57214c37-40d2-4ab3-8d2a-e027c721dd51,Karla Bowen,46.0,justinevans@hotmail.com,1981-07-29,52578.0,HR
171,30bd059d-56d9-45e6-a6b8-fbaedd9c90c3,Tami Barnes,66.0,crystalhill@gmail.com,2021-04-11,75292.0,Sales
174,48786e20-2534-4e94-9ba7-73f43409891a,Willie Yoder,72.0,clarktanya@hotmail.com,2024-05-05,66032.0,HR
178,36d41261-73a7-4a98-ad49-4f332a617758,Tiffany Patel,25.0,michael52@hotmail.com,1972-06-08,49707.0,Saleso
181,92a935da-2c66-4d7d-b713-2f16be565bfa,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
184,68b67220-13e7-4354-8df3-e21a1c8ef781,Adam Cox,36.0,john28@gmail.com,2023-03-18,89886.58501184534,Engineering
185,5e17722e-f98f-44d2-bc63-83d667dc17ed,Karen Martinez,86.0,simpsonaaron@hotmail.com,2022-07-03,38884.0,Support
186,9a64317e-0e48-406f-aafc-28a472e1127b,Cory Lewis,75.0,bsoto@yahoo.com,2022-03-31,101307.0,SalesZ
187,9fe516c6-2823-4c71-a796-92abb67e3950,Courtney Clark,70.0,george65@yahoo.com,2024-03-24,129646.0,Engineeringe
188,85641e3f-2f11-4c76-9129-0dca2fc02e1b,Juan Patel,47.0,torresnorman@yahoo.com,2022-03-31,91442.36369091627,Sales
189,545682fd-fa39-4213-a057-18eaa091381e,Wendy Mason,58.0,aguirrejessica@hotmail.com,2022-07-01,174272.04918043682,Support
190,690a7077-baf8-411b-89da-64c1c30f0f50,Christina Kim,52.0,brownkristen@yahoo.com,2022-03-31,141841.04509908447,Engineering
192,ab4ebc98-a958-45f0-a68a-72156f949db1,Elizabeth Williams,66.0,wgonzalez@yahoo.com,2022-03-31,89886.58501184534,Sales
193,7b928e3d-1400-44b8-9aec-0a25e9bba550,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
194,c24b4889-9fa2-40f9-bc90-4be340864105,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
197,b1c10dc1-601d-4449-92df-cb85581a2af7,William Gordon,49.0,joseph44@yahoo.com,2023-05-28,70760.0,Support
198,5d2b9324-f9b3-4282-a2ad-9d76d3ecdd74,Kyle Woods,19.0,victorflynn@yahoo.com,2023-07-04,69836.0,HR
199,1032f2e6-2b2d-4b08-82ff-7fb401134501,Destiny Williamson,29.0,stephanie25@hotmail.com,2021-07-19,70856.0,Engineering
200,9a784002-01ae-460a-aeca-a1881330ef20,Lisa Lee,81.0,tracey40@hotmail.com,2021-09-16,75487.0,HR
205,9fac29f5-7a5b-49a4-ab31-b6b2e54915b1,Travis Clark,70.0,cburns@hotmail.com,1993-01-04,130588.0,Engineering
209,2065e49e-76eb-4b57-9b53-94928e701415,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
210,6787b9df-9f73-434e-bbfb-9f07a92ee839,Benjamin Russellevery,59.0,michael71@gmail.com,1983-09-01,84216.21461674722,Sales
211,3239c30e-e727-4dd6-aac2-ad04277469a1,Lisa Larson,68.0,mcphersonmelissa@gmail.com,2023-08-13,54497.0,HR
213,97135770-4c30-4949-b53a-7d8d5bb955f2,Emily Allen,58.0,taylorleslie@hotmail.com,2023-06-23,70526.0,Saleso
215,42c9d70a-3387-4f05-82ae-d75d8eb4b9e2,Jeremiah Sanchezat,46.0,anthony57@gmail.com,2023-10-27,58743.796274133034,Marketing
216,4cdaa16f-5282-4938-a6fb-2d84f22f4011,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
217,2f1d79b0-7ea7-4b61-836a-25e1ae301b0f,Janice Anderson,39.0,becky85@gmail.com,2021-03-18,46490.0,SalesW
218,ca7a7bf9-610e-4ef3-b581-e528774e5784,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
220,ffbfdda7-4982-4edd-a241-62c18facb7c9,Kristy Lucero,58.0,watkinsmatthew@hotmail.com,2020-03-22,136420.11701928225,Marketing
224,3349a896-3095-471f-bbdb-746312ca01ec,David Anderson,32.0,gordon55@yahoo.com,2022-03-31,100245.0,Support
225,50aa4a9b-0245-4537-8602-bc416a102426,Mrs. Karen Robertson,87.0,xbradley@gmail.com,2021-04-27,113004.0,Engineeringp
227,cefbaadc-498a-486a-8bab-63369c031e46,Jonathan Riley,54.16264995136712,johnsonkenneth@yahoo.com,2021-01-30,65444.0660453268,Engineering
228,760ee25a-cf00-400a-a7ee-7db6744e8f42,Jessica Hamilton,81.0,ryan23@hotmail.com,2022-09-29,145215.0,Marketing
232,55626b6a-2705-4505-9bd9-765d9ebc6f85,Brooke Johnson,38.0,ygonzalez@hotmail.com,2022-08-27,77002.0,Support
234,d6ebdb7f-7d08-498f-8da3-a1bab4a52d08,Jacqueline Long,26.0,benderphillip@yahoo.com,2023-10-20,69441.02698597158,Marketing
237,5a710a4e-b61f-48a4-bf27-5ed9262deb2b,Margaret Williamsperformance,24.0,marisapowell@hotmail.com,2021-05-25,31709.0,Marketing
238,64ed2a8a-a802-4ed2-832f-737d9c12a529,Elizabeth Williams,54.16264995136712,jenniferthomas@yahoo.com,2024-05-11,139433.0,HRF
239,26fe5e8d-b512-4c67-bb45-00a5962db460,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
240,08f43dd7-c9fd-4bd9-a4fa-5a0d23c127fc,Christopher Robinson,59.0,millerstephanie@hotmail.com,2022-01-12,111776.0,HRv
241,5dfa3746-a5b4-4148-a9e9-1f5815cb2057,Brent Stone,82.0,smithrenee@yahoo.com,2021-03-31,58952.5831367423,Support
242,6aa082dd-a6b1-4497-b19b-665b2a12c841,Cassie Benitezmuch,46.0,egonzalez@hotmail.com,2023-06-20,80817.0,Support
244,2c3035d3-02ef-4c26-b5b1-6ff760830735,Dawn Hammond,41.0,pturner@yahoo.com,2023-08-10,68292.89787641926,Sales
247,bd2adef0-3856-48d1-938e-07de38ea6beb,Michelle Figueroa,61.0,prattdaniel@gmail.com,2022-03-31,89886.58501184534,Sales
248,ec9a9cdd-c8c7-4881-974d-7c921e732a9d,Tabitha Mcdowell,62.0,mullenkaren@yahoo.com,2021-06-22,136381.0,Support
251,fd5439ca-309d-4c43-a637-0d817f99d785,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
252,fd984a7c-d924-4262-8be6-67906ed7cc7d,Catherine Acevedo,86.0,hhudson@gmail.com,2023-09-13,49995.0,Support
253,05091f70-2a49-4d3f-be63-94d59d1ed1f6,William Bates,89.0,adamsmolly@hotmail.com,2022-10-13,159510.87970279928,Sales
256,3aba8a5c-0863-4626-9143-0ea4aefc9c3a,Elizabeth Williams,86.0,cherylsullivan@hotmail.com,2021-05-18,89886.58501184534,SalesA
257,a53c180e-4f96-4dc6-81cc-489559697c13,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
259,ba7e8dff-b640-45fd-bd14-a3ceafeab189,Kimberly Martinez DDS,47.0,hrivera@yahoo.com,2020-09-16,64497.0,Marketing
261,4d53567f-9c5b-4c26-b228-6942b2350b6d,Elizabeth Horn,78.0,christina77@yahoo.com,2023-10-05,104130.0,SalesC
263,a3c65514-bfbd-4729-8036-c7e7bc862f61,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
264,fc4928a6-33f4-459b-b637-aa85cd237b69,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
265,3a126da8-703d-44b3-af66-03b1d49cfcd2,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
267,dab2f437-e31e-474e-8eac-5f1d170848d0,Elizabeth Williams,90.0,morrisoncassandra@gmail.com,2023-04-01,94334.0,Sales
271,cc2b6476-1f29-4875-a5a1-6ad359c4ad53,Kimberly Miller,19.0,hillbrandon@yahoo.com,1996-09-05,65713.0,Support
274,b2e91559-1dd8-4412-a0b4-8ace55ae09f0,Alicia Flores,87.0,robert28@gmail.com,2021-03-06,142702.0,Sales
277,11245879-7442-4c2d-b0c0-ad42e83b18e9,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
279,d417afc2-97ac-409f-8aff-ee7397720966,Elizabeth Williams,63.0,ojohnson@hotmail.com,2020-05-16,144541.0,Marketing
280,4d5a02b3-9eab-4add-b67e-c56f20da53b8,Elizabeth Williams,48.0,osimmons@hotmail.com,2022-06-05,86071.0,Sales
284,1f05bf07-3656-4cdc-bca7-fa7d8773c06c,Vanessa Duncan,67.0,josephking@hotmail.com,2023-03-31,39043.0,Sales
288,69cf9d9e-dcc9-4072-b330-a4dc3cdce886,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
289,acf45a5a-2ab9-43fd-b93f-ece290942dac,Samantha King,28.0,michael50@yahoo.com,2020-01-02,150702.47782449474,Engineering
290,4fbb10f3-29c1-42ee-8d8a-fe96d498b843,Anna Wolfebeautiful,31.0,tmartinez@hotmail.com,1990-07-02,94696.98817420227,Support
293,a1558e20-d943-421f-9c71-81076c82b8e4,Mariah Walker,62.0,haleyirwin@yahoo.com,2023-02-27,77104.0,EngineeringK
294,409ee006-6bef-4ddf-ab15-7e4945113ed0,Amber Williamscompare,60.0,eduardo70@gmail.com,1995-12-15,104665.0,Marketing
296,1822719d-73eb-4bdb-b891-a163a2badf18,Elizabeth Williams,45.0,ronaldturner@hotmail.com,2023-12-03,31269.0,Marketingz
300,898d5b0e-0cea-4ae5-bc80-07804b75db6d,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
303,04cc2159-52ce-446c-bb83-10d4ec32b30a,Patrick Oneill,49.0,jeffreyhernandez@yahoo.com,2021-04-17,144887.0,Support
304,138433e6-69df-42c9-9dc7-e9c7adbd014e,Stephanie Chen,39.0,richardwu@hotmail.com,2020-06-24,124189.0,Marketing
305,d186b3ac-af65-4f75-a12e-bb4757f77f2c,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
310,022a71f6-990c-4e68-b9bb-3cd0af078471,Matthew Arnold,21.0,houstonjonathan@gmail.com,2024-02-15,92398.0,Engineering
313,76cae4ae-f411-4850-90e6-22ad3827e379,Lindsey Taylor,22.0,wilsonkevin@gmail.com,2012-01-31,135784.0,HRo
316,4b98b5d2-b606-4faf-bff5-6a4c9dda01f1,Kristen Browninstead,43.0,gwall@gmail.com,2012-03-30,110081.0,Sales
317,5d1ba1b4-21ce-458c-ad36-2aa0ed9f5f0e,James Jackson,43.0,fergusonanthony@yahoo.com,2020-01-12,118328.0,Engineering
319,a844f71e-907f-4756-bc84-0ccc557ff203,Elizabeth Williams,67.0,vargascrystal@gmail.com,2020-08-19,131502.0,Engineering
320,97b24b7f-c0c7-42d4-aa44-9d98396fbd13,Elizabeth Williams,85.0,patrick92@gmail.com,2020-04-25,144132.0,Sales
321,e0d69ea7-3d86-4dfc-bd13-552a821066c4,Bryan Jones,45.0,yturner@gmail.com,2020-11-06,148798.0,Engineering
328,a237d6fa-e0c6-436d-80de-c158ea8e9450,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
330,ea60cccc-3b30-4c59-aef3-dd79a552ab2d,Katrina Anderson,54.16264995136712,kristy02@yahoo.com,2024-05-16,142636.0,Support
331,2361514b-7edd-4a72-b0d1-005d9340a5cf,Jennifer Morales,24.0,melissarice@hotmail.com,2020-07-21,89886.58501184534,Marketing
332,87e196c5-80d8-43b7-97f1-664cecb8b683,Derek Anderson,57.0,wendyjohnson@yahoo.com,2020-01-10,124994.76215542019,Marketing
334,02de2c65-5cee-44a8-b89a-ad2ae26c0399,Carrie Peterson,37.0,pmoore@yahoo.com,2022-11-17,69864.0,Sales
336,7b3846b7-a558-40aa-adcf-937b07070558,Bradley Simpson,23.0,jcole@gmail.com,2022-11-02,148441.0,Supporta
337,ae2a8611-ec02-4e5d-ab8e-80efab949ab5,Tiffany Thomasfollow,61.0,hansenkatie@gmail.com,2021-09-05,149940.0,HRn
338,9e1611a6-ad7f-4b38-9b2b-2f8db59eef0d,Johnny Jones,21.0,hollandelizabeth@gmail.com,2003-06-08,47484.0,Support
339,26ca9c12-da83-4a72-9cc9-2aceb5299cf3,Brittany Smithyou,49.0,jerryclark@hotmail.com,2009-01-07,73165.54292709184,HR
342,c1fcea38-ec94-4b70-b472-7f829c1fe07e,Laura Keith,80.0,michael10@hotmail.com,2024-02-29,97179.0,Support
343,5236ea59-16f1-4f77-9f8e-32233344c976,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
347,5f76b019-2788-4626-ac33-1ffe543a2f77,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
349,7950dc02-1c87-411c-a757-ca4c2efb71ef,Karen Smith,77.0,april72@yahoo.com,2020-04-25,30441.0,Engineering
351,8841f2ff-ca32-4473-9ba1-e91d6108c6d6,Elizabeth Williams,70.0,susan70@hotmail.com,2022-12-30,138000.0,Support
354,5737fdc5-1846-4093-9453-a934ed02ac38,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
355,e0b5cedd-1bc2-4b88-9901-223f05507a22,Elizabeth Williams,20.0,thomaspayne@gmail.com,2023-05-20,131683.0,Sales
356,bd8b8893-e439-4b10-a17d-35a63b08962a,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
357,a540ff45-9199-454a-bcfe-dcbef086d57a,Caroline Batesoffer,22.0,markhicks@gmail.com,2021-07-02,89886.58501184534,Support
358,c721ada7-3078-4ef0-8602-5f4f784279e1,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
363,daac7977-1871-453f-868a-5a012959f3e1,Terry Cole,62.0,michael05@hotmail.com,1980-03-25,147837.0,Support
364,6ecbabbe-85a3-4bbb-a547-9cbc8ac3ce06,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
368,dc32b1c3-db3e-4595-a2da-1625e7b5cdff,Rebecca Armstrong DVM,25.0,kimberly94@hotmail.com,2020-07-21,59979.0,Marketing
369,cd26324c-d326-4448-95a2-0bae9b26ca91,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
370,afc2d670-432f-4637-89d5-8b26a8e05cce,Benjamin Garciahalf,70.0,claudiamiranda@gmail.com,2021-09-01,33431.316668377316,Engineering
371,19d58d81-c3cb-499e-ad91-25cd11f3a64e,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
374,0c8b9d1d-6b72-4414-b062-fbf6775b2556,Lisa Martinbrother,45.0,monique76@yahoo.com,2021-10-27,114573.0,Engineering
375,11c1a1bd-4eab-4476-be62-df11596db822,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
381,3c5145f5-1bd5-421e-83b9-6d509eb87f4d,Jake Kelley,49.0,shawnstevens@gmail.com,2021-10-11,73598.41348024593,HR
388,4b5a1295-460e-4b89-a354-02727ada7f03,Heather Hernandez,64.0,pjones@gmail.com,2020-06-14,101890.0,Engineering
389,f928a90f-a68a-4d44-880e-515d34f82ed9,Elizabeth Williams,54.16264995136712,fwilliams@yahoo.com,2022-03-31,89886.58501184534,Support
